cell_id,x1,y1,x2,y2,if_plate_id,position,sample,atlas_name,antibody,ensembl_ids,gene_names,locations,Gene,is_multi_localized,Reliability (IF),s3_path
9.0,306.0,262.0,718.0,762.0,24,B9,2,A-431,HPA002925,ENSG00000196924,FLNA,"Actin filaments,Cytosol,Plasma membrane",FLNA,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/24/B9/2/9_cell_image.png
9.0,248.0,274.0,776.0,750.0,24,B9,1,A-431,HPA002925,ENSG00000196924,FLNA,"Actin filaments,Cytosol,Plasma membrane",FLNA,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/24/B9/1/9_cell_image.png
3.0,14.0,248.0,1010.0,776.0,1,E1,1,U2OS,HPA002925,ENSG00000196924,FLNA,"Actin filaments,Cytosol,Plasma membrane",FLNA,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1/E1/1/3_cell_image.png
10.0,240.0,275.0,784.0,749.0,24,B9,2,A-431,HPA002925,ENSG00000196924,FLNA,"Actin filaments,Cytosol,Plasma membrane",FLNA,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/24/B9/2/10_cell_image.png
2.0,-112.0,164.0,1136.0,860.0,3,E1,2,U-251MG,HPA002925,ENSG00000196924,FLNA,"Actin filaments,Cytosol,Plasma membrane",FLNA,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/3/E1/2/2_cell_image.png
1.0,203.0,281.0,821.0,743.0,104,A6,2,U2OS,HPA002940,ENSG00000185567,AHNAK2,"Cytosol,Plasma membrane",AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/104/A6/2/1_cell_image.png
8.0,272.0,261.0,752.0,763.0,104,A6,2,U2OS,HPA002940,ENSG00000185567,AHNAK2,"Cytosol,Plasma membrane",AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/104/A6/2/8_cell_image.png
1.0,302.0,254.0,722.0,770.0,102,A6,1,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/1/1_cell_image.png
1.0,313.0,315.0,711.0,709.0,104,A6,1,U2OS,HPA002940,ENSG00000185567,AHNAK2,"Cytosol,Plasma membrane",AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/104/A6/1/1_cell_image.png
6.0,320.0,315.0,704.0,709.0,102,A6,1,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/1/6_cell_image.png
9.0,310.0,165.0,714.0,859.0,104,A6,2,U2OS,HPA002940,ENSG00000185567,AHNAK2,"Cytosol,Plasma membrane",AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/104/A6/2/9_cell_image.png
4.0,329.0,279.0,695.0,745.0,102,A6,2,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/2/4_cell_image.png
13.0,358.0,193.0,666.0,831.0,102,A6,1,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/1/13_cell_image.png
12.0,234.0,230.0,790.0,794.0,104,A6,2,U2OS,HPA002940,ENSG00000185567,AHNAK2,"Cytosol,Plasma membrane",AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/104/A6/2/12_cell_image.png
7.0,336.0,334.0,688.0,690.0,103,A6,1,A-431,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/103/A6/1/7_cell_image.png
10.0,334.0,364.0,690.0,660.0,103,A6,1,A-431,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/103/A6/1/10_cell_image.png
10.0,367.0,383.0,657.0,641.0,102,A6,1,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/1/10_cell_image.png
7.0,332.0,416.0,692.0,608.0,103,A6,2,A-431,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/103/A6/2/7_cell_image.png
1.0,230.0,342.0,794.0,682.0,102,A6,2,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/2/1_cell_image.png
11.0,310.0,268.0,714.0,756.0,103,A6,1,A-431,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/103/A6/1/11_cell_image.png
2.0,350.0,365.0,674.0,659.0,103,A6,1,A-431,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/103/A6/1/2_cell_image.png
4.0,286.0,232.0,738.0,792.0,102,A6,1,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/1/4_cell_image.png
5.0,320.0,175.0,704.0,849.0,102,A6,2,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/2/5_cell_image.png
6.0,274.0,269.0,750.0,755.0,103,A6,2,A-431,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/103/A6/2/6_cell_image.png
9.0,316.0,341.0,708.0,683.0,102,A6,1,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/1/9_cell_image.png
7.0,366.0,336.0,658.0,688.0,102,A6,1,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/1/7_cell_image.png
11.0,226.0,177.0,798.0,847.0,104,A6,2,U2OS,HPA002940,ENSG00000185567,AHNAK2,"Cytosol,Plasma membrane",AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/104/A6/2/11_cell_image.png
5.0,210.0,288.0,814.0,736.0,102,A6,1,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/1/5_cell_image.png
4.0,174.0,223.0,850.0,801.0,104,A6,1,U2OS,HPA002940,ENSG00000185567,AHNAK2,"Cytosol,Plasma membrane",AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/104/A6/1/4_cell_image.png
2.0,226.0,266.0,798.0,758.0,103,A6,2,A-431,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/103/A6/2/2_cell_image.png
7.0,335.0,333.0,689.0,691.0,102,A6,2,U-251MG,HPA002940,ENSG00000185567,AHNAK2,Cytosol,AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/102/A6/2/7_cell_image.png
3.0,288.0,197.0,736.0,827.0,104,A6,2,U2OS,HPA002940,ENSG00000185567,AHNAK2,"Cytosol,Plasma membrane",AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/104/A6/2/3_cell_image.png
6.0,273.0,322.0,751.0,702.0,104,A6,2,U2OS,HPA002940,ENSG00000185567,AHNAK2,"Cytosol,Plasma membrane",AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/104/A6/2/6_cell_image.png
4.0,294.0,308.0,730.0,716.0,104,A6,2,U2OS,HPA002940,ENSG00000185567,AHNAK2,"Cytosol,Plasma membrane",AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/104/A6/2/4_cell_image.png
6.0,277.0,255.0,747.0,769.0,104,A6,1,U2OS,HPA002940,ENSG00000185567,AHNAK2,"Cytosol,Plasma membrane",AHNAK2,1,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/104/A6/1/6_cell_image.png
15.0,277.0,217.0,747.0,807.0,1921,A1,31,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/31/15_cell_image.png
1.0,277.0,408.0,747.0,616.0,18,A4,1,U-251MG,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/18/A4/1/1_cell_image.png
7.0,227.0,328.0,797.0,696.0,1921,A1,31,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/31/7_cell_image.png
16.0,347.0,370.0,677.0,654.0,1921,A1,31,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/31/16_cell_image.png
3.0,130.0,227.0,894.0,797.0,1921,A1,31,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/31/3_cell_image.png
13.0,324.0,373.0,700.0,651.0,1921,A1,31,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/31/13_cell_image.png
3.0,298.0,334.0,726.0,690.0,18,A4,2,U-251MG,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/18/A4/2/3_cell_image.png
5.0,226.0,241.0,798.0,783.0,2013,G1,2,U2OS,HPA003010,ENSG00000119689,DLST,"Mitochondria,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/2013/G1/2/5_cell_image.png
5.0,306.0,170.0,718.0,854.0,18,A4,1,U-251MG,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/18/A4/1/5_cell_image.png
5.0,304.0,202.0,720.0,822.0,18,A4,2,U-251MG,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/18/A4/2/5_cell_image.png
13.0,179.0,250.0,845.0,774.0,1921,A1,33,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/33/13_cell_image.png
18.0,285.0,-35.0,739.0,1059.0,1921,A1,31,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/31/18_cell_image.png
2.0,203.0,214.0,821.0,810.0,2013,G1,2,U2OS,HPA003010,ENSG00000119689,DLST,"Mitochondria,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/2013/G1/2/2_cell_image.png
20.0,156.0,136.0,868.0,888.0,1921,A1,31,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/31/20_cell_image.png
3.0,232.0,195.0,792.0,829.0,2013,G1,2,U2OS,HPA003010,ENSG00000119689,DLST,"Mitochondria,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/2013/G1/2/3_cell_image.png
9.0,45.0,393.0,979.0,631.0,1921,A1,33,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/33/9_cell_image.png
8.0,42.0,112.0,982.0,912.0,2013,G1,2,U2OS,HPA003010,ENSG00000119689,DLST,"Mitochondria,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/2013/G1/2/8_cell_image.png
10.0,143.0,164.0,881.0,860.0,2013,G1,1,U2OS,HPA003010,ENSG00000119689,DLST,"Mitochondria,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/2013/G1/1/10_cell_image.png
4.0,76.0,287.0,948.0,737.0,2013,G1,1,U2OS,HPA003010,ENSG00000119689,DLST,"Mitochondria,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/2013/G1/1/4_cell_image.png
4.0,191.0,418.0,833.0,606.0,1921,A1,33,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/33/4_cell_image.png
2.0,354.0,362.0,670.0,662.0,18,A4,2,U-251MG,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/18/A4/2/2_cell_image.png
13.0,253.0,258.0,771.0,766.0,2013,G1,1,U2OS,HPA003010,ENSG00000119689,DLST,"Mitochondria,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/2013/G1/1/13_cell_image.png
6.0,284.0,232.0,740.0,792.0,18,A4,1,U-251MG,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/18/A4/1/6_cell_image.png
11.0,9.0,-106.0,1015.0,1130.0,1921,A1,33,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/33/11_cell_image.png
19.0,335.0,277.0,689.0,747.0,1921,A1,31,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/31/19_cell_image.png
11.0,294.0,254.0,730.0,770.0,2013,G1,1,U2OS,HPA003010,ENSG00000119689,DLST,"Mitochondria,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/2013/G1/1/11_cell_image.png
6.0,257.0,217.0,767.0,807.0,1921,A1,33,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/33/6_cell_image.png
3.0,97.0,229.0,927.0,795.0,2013,G1,1,U2OS,HPA003010,ENSG00000119689,DLST,"Mitochondria,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/2013/G1/1/3_cell_image.png
1.0,272.0,292.0,752.0,732.0,1921,A1,31,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/31/1_cell_image.png
3.0,347.0,313.0,677.0,711.0,1921,A1,33,SiHa,HPA003010,ENSG00000119689,DLST,"Cytosol,Nucleoplasm",DLST,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1921/A1/33/3_cell_image.png
1.0,171.0,257.0,853.0,767.0,56,F5,1,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/1/1_cell_image.png
6.0,358.0,278.0,666.0,746.0,56,F5,1,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/1/6_cell_image.png
2.0,73.0,259.0,951.0,765.0,57,F5,2,A-431,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/57/F5/2/2_cell_image.png
14.0,259.0,354.0,765.0,670.0,56,F5,1,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/1/14_cell_image.png
7.0,346.0,363.0,678.0,661.0,58,F5,1,U-251MG,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/58/F5/1/7_cell_image.png
5.0,395.0,339.0,629.0,685.0,58,F5,2,U-251MG,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/58/F5/2/5_cell_image.png
9.0,364.0,320.0,660.0,704.0,58,F5,2,U-251MG,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/58/F5/2/9_cell_image.png
12.0,383.0,301.0,641.0,723.0,56,F5,2,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/2/12_cell_image.png
9.0,246.0,152.0,778.0,872.0,58,F5,1,U-251MG,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/58/F5/1/9_cell_image.png
13.0,292.0,301.0,732.0,723.0,56,F5,1,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/1/13_cell_image.png
1.0,321.0,280.0,703.0,744.0,58,F5,2,U-251MG,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/58/F5/2/1_cell_image.png
4.0,368.0,321.0,656.0,703.0,56,F5,1,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/1/4_cell_image.png
4.0,142.0,40.0,882.0,984.0,57,F5,2,A-431,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/57/F5/2/4_cell_image.png
6.0,161.0,226.0,863.0,798.0,57,F5,1,A-431,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/57/F5/1/6_cell_image.png
9.0,225.0,352.0,799.0,672.0,56,F5,1,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/1/9_cell_image.png
4.0,382.0,414.0,642.0,610.0,56,F5,2,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/2/4_cell_image.png
7.0,379.0,412.0,645.0,612.0,56,F5,1,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/1/7_cell_image.png
5.0,373.0,383.0,651.0,641.0,56,F5,1,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/1/5_cell_image.png
6.0,450.0,450.0,574.0,574.0,58,F5,2,U-251MG,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/58/F5/2/6_cell_image.png
6.0,188.0,180.0,836.0,844.0,56,F5,2,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/2/6_cell_image.png
5.0,152.0,191.0,872.0,833.0,57,F5,1,A-431,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/57/F5/1/5_cell_image.png
2.0,138.0,157.0,886.0,867.0,58,F5,2,U-251MG,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/58/F5/2/2_cell_image.png
6.0,392.0,367.0,632.0,657.0,58,F5,1,U-251MG,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/58/F5/1/6_cell_image.png
7.0,262.0,304.0,762.0,720.0,58,F5,2,U-251MG,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/58/F5/2/7_cell_image.png
2.0,264.0,316.0,760.0,708.0,56,F5,2,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/2/2_cell_image.png
10.0,353.0,341.0,671.0,683.0,56,F5,1,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/1/10_cell_image.png
2.0,137.0,136.0,887.0,888.0,57,F5,1,A-431,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/57/F5/1/2_cell_image.png
1.0,278.0,248.0,746.0,776.0,57,F5,1,A-431,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/57/F5/1/1_cell_image.png
3.0,278.0,208.0,746.0,816.0,56,F5,2,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/2/3_cell_image.png
11.0,331.0,306.0,693.0,718.0,56,F5,2,U2OS,HPA003211,ENSG00000147130,ZMYM3,Nucleoplasm,ZMYM3,0,Enhanced,s3://czi-subcell-public/hpa-processed/cell_crops/56/F5/2/11_cell_image.png
7.0,402.0,334.0,622.0,690.0,34,H1,2,U-251MG,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/34/H1/2/7_cell_image.png
15.0,378.0,371.0,646.0,653.0,34,H1,2,U-251MG,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/34/H1/2/15_cell_image.png
1.0,340.0,369.0,684.0,655.0,32,H1,1,U2OS,HPA003358,ENSG00000167635,ZNF146,"Cytosol,Nucleoli",ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/32/H1/1/1_cell_image.png
9.0,317.0,269.0,707.0,755.0,34,H1,1,U-251MG,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/34/H1/1/9_cell_image.png
6.0,322.0,204.0,702.0,820.0,32,H1,1,U2OS,HPA003358,ENSG00000167635,ZNF146,"Cytosol,Nucleoli",ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/32/H1/1/6_cell_image.png
16.0,408.0,277.0,616.0,747.0,34,H1,2,U-251MG,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/34/H1/2/16_cell_image.png
9.0,333.0,252.0,691.0,772.0,32,H1,2,U2OS,HPA003358,ENSG00000167635,ZNF146,"Cytosol,Nucleoli",ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/32/H1/2/9_cell_image.png
5.0,263.0,201.0,761.0,823.0,32,H1,2,U2OS,HPA003358,ENSG00000167635,ZNF146,"Cytosol,Nucleoli",ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/32/H1/2/5_cell_image.png
18.0,361.0,291.0,663.0,733.0,34,H1,2,U-251MG,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/34/H1/2/18_cell_image.png
1.0,329.0,243.0,695.0,781.0,33,H1,2,A-431,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/33/H1/2/1_cell_image.png
4.0,198.0,132.0,826.0,892.0,33,H1,2,A-431,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/33/H1/2/4_cell_image.png
2.0,322.0,24.0,702.0,1000.0,32,H1,2,U2OS,HPA003358,ENSG00000167635,ZNF146,"Cytosol,Nucleoli",ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/32/H1/2/2_cell_image.png
5.0,295.0,356.0,729.0,668.0,34,H1,1,U-251MG,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/34/H1/1/5_cell_image.png
6.0,234.0,232.0,790.0,792.0,32,H1,2,U2OS,HPA003358,ENSG00000167635,ZNF146,"Cytosol,Nucleoli",ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/32/H1/2/6_cell_image.png
5.0,262.0,230.0,762.0,794.0,33,H1,2,A-431,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/33/H1/2/5_cell_image.png
9.0,326.0,360.0,698.0,664.0,33,H1,1,A-431,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/33/H1/1/9_cell_image.png
4.0,64.0,237.0,960.0,787.0,32,H1,1,U2OS,HPA003358,ENSG00000167635,ZNF146,"Cytosol,Nucleoli",ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/32/H1/1/4_cell_image.png
1.0,278.0,308.0,746.0,716.0,33,H1,1,A-431,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/33/H1/1/1_cell_image.png
4.0,335.0,383.0,689.0,641.0,34,H1,1,U-251MG,HPA003358,ENSG00000167635,ZNF146,Nucleoli,ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/34/H1/1/4_cell_image.png
1.0,235.0,174.0,789.0,850.0,32,H1,2,U2OS,HPA003358,ENSG00000167635,ZNF146,"Cytosol,Nucleoli",ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/32/H1/2/1_cell_image.png
7.0,392.0,402.0,632.0,622.0,32,H1,1,U2OS,HPA003358,ENSG00000167635,ZNF146,"Cytosol,Nucleoli",ZNF146,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/32/H1/1/7_cell_image.png
