Unnamed: 0,cell_id,x1,y1,x2,y2,if_plate_id,position,sample,atlas_name,antibody,ensembl_ids,gene_names,locations,Gene,is_multi_localized,Reliability (IF),s3_folder_prefix
138136,4.0,190.0,332.0,834.0,692.0,1245,B2,2,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
138137,5.0,296.0,238.0,728.0,786.0,1245,B2,2,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
138138,6.0,66.0,274.0,958.0,750.0,1245,B2,2,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
138139,7.0,106.0,353.0,918.0,671.0,1245,B2,2,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
138140,1.0,375.0,374.0,649.0,650.0,1245,B2,3,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
138141,2.0,281.0,234.0,743.0,790.0,1245,B2,3,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
138142,3.0,284.0,44.0,740.0,980.0,1245,B2,3,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
138143,4.0,325.0,152.0,699.0,872.0,1245,B2,3,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
138144,5.0,351.0,282.0,673.0,742.0,1245,B2,3,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
138145,6.0,154.0,11.0,870.0,1013.0,1245,B2,3,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
138146,7.0,226.0,179.0,798.0,845.0,1245,B2,3,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
138147,8.0,321.0,150.0,703.0,874.0,1245,B2,3,U2OS,HPA003421,ENSG00000243156,MICAL3,"Midbody ring,Nucleoplasm,Plasma membrane",MICAL3,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1245/
141160,1.0,255.0,200.0,769.0,824.0,125,G6,1,A-431,HPA015275,ENSG00000170385,SLC30A1,Vesicles,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/125/
141161,2.0,280.0,206.0,744.0,818.0,125,G6,1,A-431,HPA015275,ENSG00000170385,SLC30A1,Vesicles,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/125/
141162,3.0,139.0,150.0,885.0,874.0,125,G6,1,A-431,HPA015275,ENSG00000170385,SLC30A1,Vesicles,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/125/
141163,4.0,190.0,168.0,834.0,856.0,125,G6,1,A-431,HPA015275,ENSG00000170385,SLC30A1,Vesicles,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/125/
141164,5.0,199.0,164.0,825.0,860.0,125,G6,1,A-431,HPA015275,ENSG00000170385,SLC30A1,Vesicles,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/125/
141165,1.0,245.0,178.0,779.0,846.0,125,G6,2,A-431,HPA015275,ENSG00000170385,SLC30A1,Vesicles,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/125/
141166,2.0,146.0,184.0,878.0,840.0,125,G6,2,A-431,HPA015275,ENSG00000170385,SLC30A1,Vesicles,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/125/
141167,3.0,138.0,92.0,886.0,932.0,125,G6,2,A-431,HPA015275,ENSG00000170385,SLC30A1,Vesicles,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/125/
141168,4.0,177.0,223.0,847.0,801.0,125,G6,2,A-431,HPA015275,ENSG00000170385,SLC30A1,Vesicles,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/125/
142485,1.0,392.0,279.0,632.0,745.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142486,2.0,345.0,383.0,679.0,641.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142487,3.0,410.0,380.0,614.0,644.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142488,4.0,302.0,326.0,722.0,698.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142489,5.0,193.0,174.0,831.0,850.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142490,6.0,349.0,270.0,675.0,754.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142491,7.0,314.0,366.0,710.0,658.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142492,8.0,267.0,333.0,757.0,691.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142493,9.0,319.0,279.0,705.0,745.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142494,10.0,280.0,317.0,744.0,707.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142495,11.0,250.0,337.0,774.0,687.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142496,12.0,272.0,182.0,752.0,842.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142497,13.0,234.0,242.0,790.0,782.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142498,14.0,301.0,228.0,723.0,796.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
142499,15.0,235.0,362.0,789.0,662.0,1251,G10,1,CACO-2,HPA063030,ENSG00000099817,POLR2E,Nucleoplasm,POLR2E,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1251/
150900,1.0,74.0,261.0,950.0,763.0,126,G6,1,U2OS,HPA015275,ENSG00000170385,SLC30A1,Plasma membrane,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/126/
150901,2.0,146.0,141.0,878.0,883.0,126,G6,1,U2OS,HPA015275,ENSG00000170385,SLC30A1,Plasma membrane,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/126/
150902,3.0,231.0,233.0,793.0,791.0,126,G6,1,U2OS,HPA015275,ENSG00000170385,SLC30A1,Plasma membrane,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/126/
150903,4.0,147.0,215.0,877.0,809.0,126,G6,1,U2OS,HPA015275,ENSG00000170385,SLC30A1,Plasma membrane,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/126/
150904,5.0,152.0,144.0,872.0,880.0,126,G6,1,U2OS,HPA015275,ENSG00000170385,SLC30A1,Plasma membrane,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/126/
150905,6.0,201.0,261.0,823.0,763.0,126,G6,1,U2OS,HPA015275,ENSG00000170385,SLC30A1,Plasma membrane,SLC30A1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/126/
153836,1.0,272.0,316.0,752.0,708.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153837,2.0,192.0,214.0,832.0,810.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153838,3.0,333.0,279.0,691.0,745.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153839,4.0,331.0,257.0,693.0,767.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153840,5.0,293.0,317.0,731.0,707.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153841,6.0,337.0,242.0,687.0,782.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153842,7.0,360.0,322.0,664.0,702.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153843,8.0,323.0,269.0,701.0,755.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153844,9.0,225.0,277.0,799.0,747.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153845,10.0,211.0,365.0,813.0,659.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153846,11.0,348.0,258.0,676.0,766.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153847,12.0,264.0,258.0,760.0,766.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153848,13.0,-23.0,121.0,1047.0,903.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153849,14.0,74.0,297.0,950.0,727.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
153850,15.0,310.0,342.0,714.0,682.0,1265,B4,2,HEK293,HPA065032,ENSG00000204308,RNF5,Endoplasmic reticulum,RNF5,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1265/
161306,1.0,333.0,403.0,691.0,621.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161307,2.0,279.0,404.0,745.0,620.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161308,3.0,343.0,398.0,681.0,626.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161309,4.0,332.0,369.0,692.0,655.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161310,5.0,366.0,385.0,658.0,639.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161311,6.0,330.0,113.0,694.0,911.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161312,7.0,218.0,341.0,806.0,683.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161313,8.0,326.0,121.0,698.0,903.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161314,9.0,109.0,77.0,915.0,947.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161315,10.0,416.0,294.0,608.0,730.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161316,11.0,65.0,25.0,959.0,999.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161317,12.0,319.0,273.0,705.0,751.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161318,13.0,311.0,346.0,713.0,678.0,1281,D1,3,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161319,1.0,370.0,414.0,654.0,610.0,1281,D1,4,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
161320,2.0,446.0,444.0,578.0,580.0,1281,D1,4,HEK293,HPA056959,ENSG00000115468,EFHD1,Golgi apparatus,EFHD1,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1281/
164545,1.0,165.0,-114.0,859.0,1138.0,1287,A5,1,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
164546,2.0,270.0,235.0,754.0,789.0,1287,A5,1,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
164547,3.0,376.0,228.0,648.0,796.0,1287,A5,1,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
164548,4.0,354.0,252.0,670.0,772.0,1287,A5,1,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
164549,5.0,152.0,270.0,872.0,754.0,1287,A5,1,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
164550,6.0,11.0,49.0,1013.0,975.0,1287,A5,1,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
164551,7.0,140.0,53.0,884.0,971.0,1287,A5,1,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
164552,1.0,177.0,250.0,847.0,774.0,1287,A5,2,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
164553,2.0,-199.0,-155.0,1223.0,1179.0,1287,A5,2,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
164554,3.0,212.0,158.0,812.0,866.0,1287,A5,2,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
164555,4.0,76.0,33.0,948.0,991.0,1287,A5,2,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
164556,5.0,85.0,-212.0,939.0,1236.0,1287,A5,2,U2OS,HPA062839,ENSG00000083307,GRHL2,,GRHL2,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1287/
169616,1.0,197.0,340.0,827.0,684.0,13,D11,1,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169617,2.0,0.0,324.0,1024.0,700.0,13,D11,1,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169618,3.0,128.0,273.0,896.0,751.0,13,D11,1,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169619,4.0,192.0,102.0,832.0,922.0,13,D11,1,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169620,5.0,29.0,149.0,995.0,875.0,13,D11,1,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169621,6.0,191.0,146.0,833.0,878.0,13,D11,1,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169622,7.0,305.0,162.0,719.0,862.0,13,D11,1,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169623,1.0,350.0,-64.0,674.0,1088.0,13,D11,2,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169624,2.0,98.0,325.0,926.0,699.0,13,D11,2,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169625,3.0,281.0,247.0,743.0,777.0,13,D11,2,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169626,4.0,168.0,195.0,856.0,829.0,13,D11,2,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169627,5.0,60.0,225.0,964.0,799.0,13,D11,2,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169628,6.0,49.0,250.0,975.0,774.0,13,D11,2,U2OS,HPA005835,ENSG00000104823,ECH1,Mitochondria,ECH1,0,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169650,1.0,296.0,263.0,728.0,761.0,13,D5,1,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169651,2.0,234.0,336.0,790.0,688.0,13,D5,1,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169652,3.0,72.0,175.0,952.0,849.0,13,D5,1,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169653,4.0,253.0,245.0,771.0,779.0,13,D5,1,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169654,5.0,-73.0,70.0,1097.0,954.0,13,D5,1,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169655,6.0,160.0,67.0,864.0,957.0,13,D5,1,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169656,1.0,203.0,256.0,821.0,768.0,13,D5,2,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169657,2.0,309.0,261.0,715.0,763.0,13,D5,2,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169658,3.0,189.0,269.0,835.0,755.0,13,D5,2,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169659,4.0,87.0,251.0,937.0,773.0,13,D5,2,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169660,5.0,43.0,173.0,981.0,851.0,13,D5,2,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169661,6.0,137.0,96.0,887.0,928.0,13,D5,2,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
169662,7.0,169.0,87.0,855.0,937.0,13,D5,2,U2OS,HPA001476,ENSG00000186416,NKRF,Nucleoli,NKRF,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/13/
171079,1.0,405.0,328.0,619.0,696.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171080,2.0,350.0,425.0,674.0,599.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171081,3.0,319.0,244.0,705.0,780.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171082,4.0,387.0,424.0,637.0,600.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171083,5.0,310.0,247.0,714.0,777.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171084,6.0,327.0,386.0,697.0,638.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171085,7.0,426.0,389.0,598.0,635.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171086,8.0,423.0,383.0,601.0,641.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171087,9.0,419.0,392.0,605.0,632.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171088,10.0,319.0,378.0,705.0,646.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171089,11.0,398.0,322.0,626.0,702.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171090,12.0,369.0,391.0,655.0,633.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171091,13.0,404.0,359.0,620.0,665.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171092,14.0,412.0,383.0,612.0,641.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
171093,15.0,369.0,315.0,655.0,709.0,1301,E2,10,Hep-G2,HPA053915,ENSG00000100867,DHRS2,Mitochondria,DHRS2,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1301/
172506,1.0,272.0,196.0,752.0,828.0,1304,E8,1,A-549,HPA069369,ENSG00000125484,GTF3C4,"Micronucleus,Mitochondria,Nucleoplasm",GTF3C4,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1304/
172507,2.0,159.0,308.0,865.0,716.0,1304,E8,1,A-549,HPA069369,ENSG00000125484,GTF3C4,"Micronucleus,Mitochondria,Nucleoplasm",GTF3C4,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1304/
172508,3.0,257.0,299.0,767.0,725.0,1304,E8,1,A-549,HPA069369,ENSG00000125484,GTF3C4,"Micronucleus,Mitochondria,Nucleoplasm",GTF3C4,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1304/
172509,4.0,112.0,91.0,912.0,933.0,1304,E8,1,A-549,HPA069369,ENSG00000125484,GTF3C4,"Micronucleus,Mitochondria,Nucleoplasm",GTF3C4,1,Supported,s3://czi-subcell-public/hpa-processed/cell_crops/1304/
